0.00000e+00 7.83560e+08 6.35451e+08
4.79703e-05 7.83561e+08 6.35451e+08
7.93691e-05 7.83561e+08 6.35451e+08
1.17048e-04 7.83561e+08 6.35451e+08
1.62262e-04 7.83561e+08 6.35451e+08
2.16519e-04 7.83561e+08 6.35451e+08
2.81627e-04 7.83561e+08 6.35451e+08
3.59757e-04 7.83561e+08 6.35450e+08
4.53514e-04 7.83561e+08 6.35450e+08
5.66021e-04 7.83561e+08 6.35450e+08
7.01030e-04 7.83561e+08 6.35450e+08
8.63041e-04 7.83561e+08 6.35450e+08
1.05745e-03 7.83561e+08 6.35450e+08
1.26480e-03 7.83561e+08 6.35451e+08
1.47178e-03 7.83562e+08 6.35452e+08
1.67813e-03 7.83562e+08 6.35453e+08
1.88423e-03 7.83563e+08 6.35453e+08
2.09035e-03 7.83563e+08 6.35454e+08
2.29659e-03 7.83563e+08 6.35454e+08
2.50302e-03 7.83563e+08 6.35454e+08
2.70972e-03 7.83563e+08 6.35453e+08
2.91647e-03 7.83562e+08 6.35452e+08
3.12338e-03 7.83562e+08 6.35452e+08
3.33045e-03 7.83561e+08 6.35451e+08
3.53768e-03 7.83561e+08 6.35451e+08
3.74509e-03 7.83561e+08 6.35451e+08
3.95267e-03 7.83562e+08 6.35452e+08
4.16033e-03 7.83563e+08 6.35454e+08
4.36816e-03 7.83564e+08 6.35456e+08
4.57623e-03 7.83565e+08 6.35458e+08
4.78453e-03 7.83566e+08 6.35459e+08
4.99307e-03 7.83567e+08 6.35460e+08
5.20182e-03 7.83567e+08 6.35461e+08
5.41081e-03 7.83567e+08 6.35461e+08
5.62008e-03 7.83567e+08 6.35460e+08
5.82963e-03 7.83566e+08 6.35459e+08
6.03935e-03 7.83566e+08 6.35459e+08
6.24916e-03 7.83565e+08 6.35458e+08
6.45910e-03 7.83564e+08 6.35456e+08
6.66920e-03 7.83564e+08 6.35455e+08
6.87950e-03 7.83563e+08 6.35454e+08
7.09005e-03 7.83562e+08 6.35453e+08
7.30087e-03 7.83562e+08 6.35452e+08
7.51198e-03 7.83561e+08 6.35451e+08
7.72321e-03 7.83561e+08 6.35450e+08
7.93459e-03 7.83561e+08 6.35450e+08
8.14588e-03 7.83561e+08 6.35450e+08
8.35703e-03 7.83561e+08 6.35451e+08
8.56806e-03 7.83561e+08 6.35451e+08
8.77896e-03 7.83561e+08 6.35451e+08
8.98973e-03 7.83560e+08 6.35450e+08
9.20046e-03 7.83559e+08 6.35448e+08
9.41152e-03 7.83556e+08 6.35445e+08
9.62247e-03 7.83553e+08 6.35440e+08
9.83331e-03 7.83550e+08 6.35435e+08
1.00440e-02 7.83548e+08 6.35432e+08
1.02547e-02 7.83551e+08 6.35435e+08
1.04652e-02 7.83561e+08 6.35449e+08
1.06756e-02 7.83584e+08 6.35483e+08
1.08859e-02 7.83629e+08 6.35549e+08
1.10961e-02 7.83699e+08 6.35654e+08
1.13062e-02 7.83792e+08 6.35796e+08
1.15163e-02 7.83902e+08 6.35968e+08
1.17273e-02 7.84022e+08 6.36161e+08
1.19386e-02 7.84138e+08 6.36352e+08
1.21513e-02 7.84236e+08 6.36520e+08
1.23643e-02 7.84308e+08 6.36647e+08
1.25774e-02 7.84342e+08 6.36718e+08
1.27903e-02 7.84345e+08 6.36735e+08
1.30033e-02 7.84333e+08 6.36721e+08
1.32162e-02 7.84312e+08 6.36692e+08
1.34290e-02 7.84282e+08 6.36645e+08
1.36418e-02 7.84246e+08 6.36584e+08
1.38545e-02 7.84213e+08 6.36526e+08
1.40671e-02 7.84186e+08 6.36480e+08
1.42797e-02 7.84165e+08 6.36442e+08
1.44922e-02 7.84151e+08 6.36414e+08
1.47046e-02 7.84141e+08 6.36395e+08
1.49169e-02 7.84132e+08 6.36379e+08
1.51291e-02 7.84122e+08 6.36363e+08
1.53412e-02 7.84110e+08 6.36344e+08
1.55531e-02 7.84096e+08 6.36321e+08
1.57649e-02 7.84078e+08 6.36294e+08
1.59766e-02 7.84059e+08 6.36263e+08
1.61881e-02 7.84039e+08 6.36230e+08
