0.00000e+00 9.86880e+07 1.68757e+06
2.02249e-02 1.11365e+08 1.67215e+06
4.03296e-02 1.41774e+08 1.75931e+06
6.01712e-02 1.61789e+08 1.67885e+06
8.01570e-02 1.84717e+08 1.68585e+06
1.00287e-01 1.96701e+08 4.08365e+05
1.20198e-01 1.98059e+08 4.11697e+05
1.40283e-01 1.99530e+08 3.74258e+05
1.60159e-01 2.30564e+08 4.12173e+05
1.80567e-01 2.32158e+08 4.16347e+05
2.00614e-01 2.58856e+08 4.17167e+05
2.20661e-01 2.80964e+08 4.62575e+05
2.40679e-01 2.85564e+08 4.81472e+05
2.60668e-01 2.87996e+08 4.27004e+05
2.80543e-01 3.20199e+08 4.84652e+05
3.00341e-01 3.14752e+08 4.88719e+05
3.20101e-01 4.03359e+08 1.85775e+06
3.40542e-01 4.14563e+08 1.93477e+06
3.60248e-01 3.90341e+08 1.71561e+06
3.80580e-01 4.10860e+08 1.76023e+06
4.00079e-01 4.09435e+08 1.77084e+06
4.20181e-01 3.90586e+08 1.62269e+06
4.40179e-01 4.07615e+08 1.58823e+06
4.60129e-01 4.12189e+08 1.64142e+06
4.80562e-01 4.08510e+08 1.61612e+06
5.00101e-01 4.35053e+08 1.62705e+06
5.20077e-01 4.34393e+08 1.64028e+06
5.40549e-01 3.87568e+08 2.95747e+06
5.60052e-01 4.20437e+08 3.25883e+06
5.80637e-01 4.11329e+08 3.11269e+06
6.00302e-01 4.06770e+08 3.00262e+06
6.20375e-01 4.06445e+08 2.84478e+06
6.40063e-01 3.95685e+08 2.53010e+06
6.60588e-01 4.01600e+08 4.23376e+05
6.80206e-01 4.22333e+08 4.63810e+05
7.00350e-01 4.10290e+08 4.22907e+05
7.20226e-01 3.87015e+08 3.86688e+05
7.40349e-01 3.94312e+08 4.00183e+05
7.60530e-01 3.88360e+08 3.88476e+05
7.80195e-01 4.08837e+08 1.88208e+06
8.00175e-01 4.30156e+08 1.95544e+06
8.20511e-01 4.47037e+08 1.95055e+06
8.40571e-01 4.17444e+08 1.73320e+06
8.60195e-01 3.66865e+08 3.33309e+05
8.80264e-01 3.82843e+08 3.35268e+05
9.00348e-01 3.82469e+08 3.25300e+05
9.20407e-01 3.79241e+08 1.18627e+06
9.40553e-01 3.90967e+08 1.14896e+06
9.60348e-01 4.16516e+08 1.21152e+06
9.80302e-01 3.91398e+08 1.06708e+06
1.00041e+00 3.47709e+08 2.49866e+05
1.02028e+00 3.58515e+08 8.68175e+05
1.04013e+00 3.59124e+08 8.50494e+05
1.06004e+00 3.28640e+08 7.35822e+05
1.08046e+00 3.21521e+08 7.06232e+05
1.10042e+00 2.96753e+08 6.20920e+05
1.12033e+00 2.88780e+08 5.82010e+05
1.16001e+00 3.00308e+08 1.74909e+05
1.18006e+00 2.69981e+08 4.93938e+05
1.20002e+00 2.54449e+08 4.51093e+05
1.22001e+00 2.43406e+08 4.12157e+05
1.24001e+00 2.33597e+08 3.84806e+05
1.26005e+00 2.20971e+08 3.45594e+05
1.28002e+00 2.12269e+08 3.23379e+05
1.30001e+00 2.20656e+08 3.29601e+05
1.32002e+00 2.28390e+08 3.48915e+05
1.34001e+00 2.10514e+08 3.09545e+05
1.36000e+00 1.92782e+08 2.64962e+05
1.38001e+00 1.77506e+08 2.28265e+05
1.40000e+00 1.89957e+09 5.12939e+05
1.42002e+00 2.59477e+09 8.80596e+05
1.44000e+00 1.08209e+09 1.03018e+05
1.46000e+00 9.24433e+08 6.63232e+04
1.48001e+00 1.78931e+09 3.87559e+05
1.50000e+00 1.46889e+09 2.13666e+05
1.52001e+00 1.10639e+09 9.09342e+04
1.54001e+00 1.22846e+09 1.26404e+05
1.56001e+00 1.13793e+09 1.01807e+05
1.58001e+00 1.00690e+09 7.24047e+04
1.60001e+00 8.74137e+08 4.90095e+04
1.62002e+00 7.79496e+08 3.58600e+04
1.64000e+00 6.91832e+08 2.59449e+04
1.66000e+00 6.13429e+08 1.88029e+04
1.68002e+00 5.51945e+08 1.41634e+04
1.70001e+00 5.01558e+08 1.09757e+04
1.72002e+00 4.58627e+08 8.67125e+03
1.74001e+00 4.21572e+08 6.93848e+03
1.76000e+00 3.89412e+08 5.63639e+03
1.78000e+00 3.62347e+08 4.67336e+03
